2.575062125337313e-12, 2.5042851906770247e-12, 2.5895503189682367e-12
2.575006397345647e-12, 1.0023817331727969e-8, 2.50578291449699e-9
0.000041058487113332376, 1.0371011605059266e-8, 6.73724853683666e-10
2.5059538888427824e-9, 6.414515496544482e-7, 0.00016896496526896954
2.5468067325201682e-12, 2.6319053273576865e-12, 2.505670115837688e-9
2.5061253072777845e-9, 0.00016422639600932598, 0.00016896503802854568
2.617805494944947e-12, 2.5182184896360704e-12, 2.5891062297583867e-12
2.5042296795257935e-12, 2.505839313826641e-9, 2.5060100661278284e-9
2.5181631953252737e-12, 2.560795542630445e-12, 2.589217252060849e-12
2.6037056625322075e-12, 2.560740031479214e-12, 2.575172930799341e-12
2.506011620440063e-9, 0.000002566155217209598, 2.694899414734664e-9
2.518107467333608e-12, 2.617694689482919e-12, 2.5057824704077802e-9
2.518218706476505e-12, 1.0024042929046573e-8, 2.5057260710781293e-9
2.518385023089764e-12, 1.0024042040868153e-8, 2.505726293122734e-9
1.0023358143484984e-8, 2.505726515167339e-9, 0.0001689650962362066
2.617528156029225e-12, 2.5606845203279827e-12, 2.518274217627736e-12
2.5469177548226307e-12, 2.5606845203279827e-12, 2.5323740500404757e-12
2.506011620440063e-9, 0.000002566155217209598, 2.694899414734664e-9
2.574950886194416e-12, 2.5042296795257935e-12, 2.617805494944947e-12
2.5894948078170055e-12, 2.5464736656127807e-12, 2.5465849047556777e-12
2.6175279391887907e-12, 2.58905093544759e-12, 2.503785807156378e-12
2.5750066141860817e-12, 2.6177499837937157e-12, 2.6321273719626115e-12
2.50612419705476e-9, 2.505783136541595e-9, 2.50612419705476e-9
1.0024045593581832e-8, 1.002313165798796e-8, 2.505839313826641e-9
2.5465849047556777e-12, 2.5327069001074287e-12, 2.5752284419505722e-12
0.00016422646876890212, 1.0312806608681058e-8, 0.00016896502347663045
2.5608510537816764e-12, 2.5060100661278284e-9, 2.5060105102170382e-9
2.6175836671804564e-12, 2.5464181544615494e-12, 2.617583450340022e-12
2.6033728124652544e-12, 0.000010560310329310596, 0.00004224124495522119
2.518329511938533e-12, 2.574840080732388e-12, 2.5180519561823766e-12
2.5056690056146635e-9, 0.00016423760098405182, 0.0001689649943728
2.575062125337313e-12, 2.5042851906770247e-12, 2.5895503189682367e-12
2.506180374339806e-9, 2.5057838026754098e-9, 0.00016896496526896954
2.5323185388892444e-12, 2.5611286095378327e-12, 2.5060100661278284e-9
2.6317945218956584e-12, 2.5323185388892444e-12, 2.5610730983866015e-12
2.560795542630445e-12, 2.5610175872353702e-12, 2.532263027738013e-12
2.6174724280375594e-12, 2.5610175872353702e-12, 2.5469177548226307e-12
2.5893282743633117e-12, 2.54669592705814e-12, 0.00016896506713237613
2.5061819286520404e-9, 2.5056685615254537e-9, 0.00016896500892471522
2.5894948078170055e-12, 2.5182184896360704e-12, 2.5056692276592685e-9
2.631794305055224e-12, 6.591022727597817e-10, 2.694899414734664e-9
2.5056690056146635e-9, 1.7059289803000866e-7, 2.694899414734664e-9
2.6317387939039927e-12, 2.560795542630445e-12, 2.546529176764012e-12
0.00016423013585153967, 1.0312805720502638e-8, 0.0001689650962362066
2.5182740007873017e-12, 2.6174724280375594e-12, 2.5038411014671746e-12
0.0001642227143747732, 1.0312803944145799e-8, 0.00016896506713237613
1.0023362584377082e-8, 2.506180374339806e-9, 2.5059534447535725e-9
1.0022679575172333e-8, 2.5056685615254537e-9, 2.5058968233793166e-9
0.0000025660970095486846, 4.125123354015159e-8, 0.0001689650525804609
2.560795542630445e-12, 2.5056687835700586e-9, 2.5056687835700586e-9
2.518274217627736e-12, 2.589161740909618e-12, 2.5058406460942706e-9
2.5184405342409955e-12, 2.518385023089764e-12, 2.5061808184290157e-9
1.0024043817224992e-8, 6.414514359676105e-7, 0.00016896508168429136
0.000002566272087278776, 6.591022172486305e-10, 2.694899414734664e-9
2.5057260710781293e-9, 4.009344323208097e-8, 0.00016896508168429136
2.5060102881724333e-9, 1.0023358143484984e-8, 0.0001689650962362066
2.6037056625322075e-12, 2.5059530006643627e-9, 0.0001689650962362066
2.5058974895131314e-9, 0.00004105753396288492, 2.694899414734664e-9
2.546751221368937e-12, 2.5058404240496657e-9, 2.694899414734664e-9
2.589161740909618e-12, 2.575006397345647e-12, 2.504063362912534e-12
6.637446858803742e-7, 4.195514691218705e-8, 6.73724853683666e-10
2.6034283236164857e-12, 2.5182740007873017e-12, 2.5607957594708797e-12
1.0024040264511314e-8, 1.0023588181695686e-8, 2.5056692276592685e-9
2.518274217627736e-12, 2.617528156029225e-12, 2.5891619577500524e-12
2.532373833200041e-12, 1.0023587293517267e-8, 2.5058963792901068e-9
1.0023587293517267e-8, 1.0024040264511314e-8, 2.506180374339806e-9
2.505954554976597e-9, 1.0024271190900436e-8, 2.506180374339806e-9
2.574840080732388e-12, 2.5040631460720997e-12, 2.589106446598821e-12
2.5753394642530347e-12, 2.6175279391887907e-12, 2.631683499593196e-12
2.617805494944947e-12, 2.6320718608113802e-12, 2.603261790162792e-12
2.575006397345647e-12, 1.002449678821904e-8, 2.5057254049443145e-9
1.0023359031663404e-8, 2.50612375296555e-9, 2.5061253072777845e-9
2.505727181301154e-9, 2.505670115837688e-9, 2.5060684638589237e-9
2.6037056625322075e-12, 2.5182740007873017e-12, 2.5895503189682367e-12
2.5748398638919534e-12, 2.505839313826641e-9, 2.5060684638589237e-9
4.0092519526524484e-8, 0.00016896502347663045, 0.0001689650525804609
0.000010263459444104228, 0.0001689650525804609, 0.00016896500892471522
2.532373833200041e-12, 2.5060666875020843e-9, 2.5058410901834804e-9
2.5322072997463474e-12, 2.6176391783316877e-12, 2.6179165172474095e-12
0.000002640077582327649, 0.0000422412485932, 0.0001689650525804609
2.5752284419505722e-12, 2.5061250852331796e-9, 2.505727181301154e-9
2.503896612618406e-12, 2.5750619084968784e-12, 2.5468622436713995e-12
2.5061821506966453e-9, 2.505783136541595e-9, 2.506011398395458e-9
1.6037017758208094e-7, 0.00004224125586915761, 0.0001689650525804609
2.50612375296555e-9, 2.506010954306248e-9, 2.5057840247200147e-9
1.0371011605059266e-8, 0.000042241266783094034, 0.00016896496526896954
0.000010858337191166356, 4.288555999210075e-8, 6.73724853683666e-10
0.000010265083801641595, 1.71542239968403e-7, 6.73724853683666e-10
2.5038411014671746e-12, 2.50612419705476e-9, 2.5057840247200147e-9
1.6037017758208094e-7, 0.00004224125586915761, 0.0001689650525804609
2.505896157245502e-9, 2.5058972674685265e-9, 2.5058977115577363e-9
2.6317945218956584e-12, 2.5057260710781293e-9, 2.5061817066074354e-9
2.5464181544615494e-12, 2.506067353635899e-9, 2.5058408681388755e-9
0.0000025658630420366535, 0.00004224127042107284, 0.0001689649943728
2.5608510537816764e-12, 2.560851270622111e-12, 2.5326513889561975e-12
0.000002640079173943377, 0.000042241252231178805, 0.00016896503802854568
2.5322072997463474e-12, 2.6176391783316877e-12, 2.6179165172474095e-12
1.0023819108084808e-8, 2.506067131591294e-9, 2.5061819286520404e-9
2.589161740909618e-12, 2.505727181301154e-9, 2.5061250852331796e-9
2.5753394642530347e-12, 2.5060100661278284e-9, 2.5058977115577363e-9
2.532207516586782e-12, 2.506066909546689e-9, 2.5058408681388755e-9
2.6034836179272824e-12, 2.6319053273576865e-12, 2.6320718608113802e-12
2.5465849047556777e-12, 2.60337259562482e-12, 2.5184405342409955e-12
0.0001642190181883052, 1.0721389998025188e-8, 6.73724853683666e-10
2.6179165172474095e-12, 2.5059532227089676e-9, 2.505954554976597e-9
2.6179165172474095e-12, 2.5059532227089676e-9, 2.505954554976597e-9
2.5184405342409955e-12, 2.5061819286520404e-9, 2.505670337882293e-9
1.0371016934129784e-8, 0.00001056031760526821, 0.0001689650962362066
2.603428106776051e-12, 2.546640415906909e-12, 2.5468622436713995e-12
2.60337259562482e-12, 2.5892727632120804e-12, 2.5326513889561975e-12
2.560795542630445e-12, 2.6034836179272824e-12, 2.5184405342409955e-12
2.505896157245502e-9, 2.5058972674685265e-9, 2.5058977115577363e-9
2.5037855903159434e-12, 2.603261790162792e-12, 2.5042296795257935e-12
2.504007851761303e-12, 2.617583450340022e-12, 2.5042296795257935e-12
2.5323185388892444e-12, 2.5181076841740424e-12, 2.5752839531018035e-12
2.5323740500404757e-12, 2.505783580630805e-9, 2.5060682418143188e-9
2.5322072997463474e-12, 2.6176391783316877e-12, 2.6179165172474095e-12
1.0023819108084808e-8, 2.506067131591294e-9, 2.5061819286520404e-9
2.5466401990664744e-12, 2.6320718608113802e-12, 2.6179165172474095e-12
2.5610730983866015e-12, 2.503896612618406e-12, 2.6179165172474095e-12
2.5466401990664744e-12, 2.6320718608113802e-12, 2.6179165172474095e-12
2.546584687915243e-12, 2.5057840247200147e-9, 2.5060682418143188e-9
2.5040076349208684e-12, 2.5058408681388755e-9, 2.506011398395458e-9
2.5464181544615494e-12, 2.506067353635899e-9, 2.5058408681388755e-9
1.6037017758208094e-7, 0.00004224125586915761, 0.0001689650525804609
2.6316832827527614e-12, 2.6318500330468897e-12, 2.6037056625322075e-12
2.5323740500404757e-12, 2.505783580630805e-9, 2.5060682418143188e-9
2.518385023089764e-12, 2.5468622436713995e-12, 2.5610730983866015e-12
2.5040631460720997e-12, 2.5042296795257935e-12, 2.6037056625322075e-12
2.5464736656127807e-12, 2.5608510537816764e-12, 2.5610730983866015e-12
1.0023816443549549e-8, 2.5057822483631753e-9, 2.505954554976597e-9
2.532429561191707e-12, 2.6319608385089177e-12, 2.6179165172474095e-12
2.503952123769637e-12, 2.532429561191707e-12, 2.5610730983866015e-12
2.5061814845628305e-9, 2.5060664654574794e-9, 2.5057840247200147e-9
2.560795542630445e-12, 1.0022675134280234e-8, 2.506123975010155e-9
2.5750066141860817e-12, 2.546473882453215e-12, 2.5060666875020843e-9
2.5464736656127807e-12, 2.5608510537816764e-12, 2.506010732261643e-9
1.0024726826429742e-8, 0.00004105381594854407, 0.0001689650525804609
4.009617171618629e-8, 6.445503575314149e-10, 0.00016896506713237613
2.50578291449699e-9, 2.50612330887634e-9, 2.5056690056146635e-9
2.589161740909618e-12, 2.5606845203279827e-12, 2.532373833200041e-12
2.617472644877994e-12, 2.6037056625322075e-12, 2.603428106776051e-12
2.51799666187158e-12, 2.5057840247200147e-9, 2.5061808184290157e-9
2.5040631460720997e-12, 2.5058968233793166e-9, 2.506123975010155e-9
2.5040631460720997e-12, 2.546473882453215e-12, 2.518162978484839e-12
1.6593629936778598e-7, 1.0312810161394736e-8, 0.00016896506713237613
2.5323185388892444e-12, 2.5058977115577363e-9, 2.505896157245502e-9
2.503841318307609e-12, 0.00016421524924226105, 0.0001689650962362066
2.575172930799341e-12, 6.736540769658461e-10, 2.694899414734664e-9
2.5468622436713995e-12, 2.560962076084139e-12, 2.5058977115577363e-9
4.009161713725007e-8, 0.00004391018228488974, 2.694899414734664e-9
2.5323740500404757e-12, 0.00016424513887614012, 0.00016896496526896954
2.5466401990664744e-12, 0.000010263686817779671, 0.0001689650962362066
1.0023589958052526e-8, 0.0000025660381197667448, 0.00016896502347663045
2.5607957594708797e-12, 2.5752284419505722e-12, 2.5058970454239216e-9
2.589383785514543e-12, 2.518107467333608e-12, 2.5056694497038734e-9
1.0024721497359224e-8, 0.00016991871234495193, 2.694899414734664e-9
2.518329511938533e-12, 1.0024725050072902e-8, 0.00016896502347663045
2.505783580630805e-9, 2.5058968233793166e-9, 0.00016896508168429136
2.5324848555025037e-12, 2.5057842467646196e-9, 0.00016896497982088476
1.0024721497359224e-8, 1.6038829642184282e-7, 2.694899414734664e-9
0.00016421530744992197, 6.637449700974685e-7, 0.00016896497982088476
2.6179165172474095e-12, 1.0024726826429742e-8, 2.506067353635899e-9
2.5327069001074287e-12, 1.0024724161894483e-8, 2.506123975010155e-9
2.5039523406100717e-12, 2.5040631460720997e-12, 2.5750066141860817e-12
2.6175279391887907e-12, 2.5465849047556777e-12, 2.5181631953252737e-12
2.617694689482919e-12, 1.0024270302722016e-8, 2.5056692276592685e-9
2.6175279391887907e-12, 1.002313254616638e-8, 2.5060100661278284e-9
1.0024039376332894e-8, 1.002313076980954e-8, 2.505839535871246e-9
2.6317387939039927e-12, 2.6032615733223574e-12, 2.5038968294588404e-12
2.5323185388892444e-12, 2.617694689482919e-12, 2.589106446598821e-12
2.506011176350853e-9, 1.002381377901429e-8, 2.5057824704077802e-9
0.00016421526379417628, 2.592754455577051e-9, 0.00016896496526896954
2.5057256269889194e-9, 1.0022679575172333e-8, 2.5060664654574794e-9
2.503841318307609e-12, 2.5752839531018035e-12, 2.51799666187158e-12
2.505727403345759e-9, 0.00016896497982088476, 0.0001689650962362066
2.6175836671804564e-12, 2.5057842467646196e-9, 2.506011620440063e-9
0.000010264854608976748, 0.00016896502347663045, 0.00016896503802854568
2.503785807156378e-12, 2.5466957102177057e-12, 2.5611286095378327e-12
2.5060098440832235e-9, 2.505954777021202e-9, 2.5057842467646196e-9
2.6178610060961782e-12, 1.0022676022458654e-8, 2.506180152295201e-9
2.5464181544615494e-12, 1.0023589958052526e-8, 2.505896157245502e-9
2.6037611736834387e-12, 1.0024721497359224e-8, 2.506180596384411e-9
2.5892727632120804e-12, 1.0024042040868153e-8, 2.505782692452385e-9
2.506067797725109e-9, 2.5061246411439697e-9, 2.5061821506966453e-9
2.603261790162792e-12, 2.5061819286520404e-9, 2.5061821506966453e-9
1.0024269414543596e-8, 2.5056692276592685e-9, 2.506011620440063e-9
2.6176944726424844e-12, 2.560684737168417e-12, 2.5468067325201682e-12
0.000010263923286402132, 0.000010560316695773508, 0.00016896500892471522
2.518052173022811e-12, 2.50578291449699e-9, 2.5061812625182256e-9
2.60337259562482e-12, 2.5610730983866015e-12, 2.5750619084968784e-12
2.518107467333608e-12, 2.617694689482919e-12, 2.5040076349208684e-12
2.6175836671804564e-12, 2.518052173022811e-12, 2.560740031479214e-12
2.5468067325201682e-12, 2.5894392966657742e-12, 2.5179964450311454e-12
2.631683499593196e-12, 2.503896612618406e-12, 2.5061817066074354e-9
2.632016349660149e-12, 2.603317301314023e-12, 2.505783136541595e-9
2.5180519561823766e-12, 2.5182740007873017e-12, 2.5057256269889194e-9
2.506067797725109e-9, 1.0023819108084808e-8, 2.5056692276592685e-9
0.00016421155305579305, 1.0312804832324218e-8, 0.000042241263145115227
2.505896157245502e-9, 1.0022909613383035e-8, 2.5059530006643627e-9
2.5465849047556777e-12, 2.575172930799341e-12, 2.5608510537816764e-12
6.415680786631128e-7, 4.1716873511177255e-8, 2.5183284277363605e-12
2.5180519561823766e-12, 2.5323740500404757e-12, 2.5606290091767514e-12
2.560795542630445e-12, 2.5610175872353702e-12, 0.000002566039256635122
0.000010265318451274652, 0.000010560314876784105, 2.6509614503567036e-9
2.505839535871246e-9, 2.505895935200897e-9, 0.000002566155217209598
2.617472644877994e-12, 2.5060666875020843e-9, 0.0000025659214770712424
2.5465293936044464e-12, 2.6319053273576865e-12, 2.5892174689012837e-12
4.0095265774198197e-8, 2.592754455577051e-9, 2.650960562178284e-9
2.6179165172474095e-12, 2.5059532227089676e-9, 0.0000025660974642960355
2.560684737168417e-12, 2.5179964450311454e-12, 1.0603843136891555e-8
2.6034283236164857e-12, 2.560740031479214e-12, 2.546418371301984e-12
2.505670115837688e-9, 0.00016421149484813213, 2.6509623385351233e-9
2.532485072342938e-12, 0.00016896496526896954, 2.650960340133679e-9
4.009800136373087e-8, 1.0312806608681058e-8, 2.6509614503567036e-9
2.631849816206455e-12, 2.5326513889561975e-12, 2.589383785514543e-12
0.00016423013585153967, 6.445503020202636e-10, 0.000043194941099500284
2.5181076841740424e-12, 2.505727403345759e-9, 2.5060684638589237e-9
2.5060098440832235e-9, 2.505954777021202e-9, 2.5057842467646196e-9
2.5607957594708797e-12, 2.503896612618406e-12, 2.5891619577500524e-12
2.5056690056146635e-9, 1.0023588181695686e-8, 2.505726515167339e-9
2.546473882453215e-12, 2.560906781773342e-12, 2.5058968233793166e-9
